,GMT_Date,GMT_Time,LMT_Date,LMT_Time,Lat,Lon,Z,CollarID,GMT,LMT,Y,X,00:00:00,,,,kaelus,,keskmine,mediaan,maksimum
59657,15.08.2017,15:00:13,15.08.2017,18:00:13,58.9893947,25.5207753,105.42,39790,2017-08-15 15:00:13,2017-08-15 18:00:13,587421.8648,6539925.395,00:30:00,8.409287015,8.409287015,,,,,,
59672,15.08.2017,15:30:25,15.08.2017,18:30:25,58.9889642,25.5208951,92.24,39790,2017-08-15 15:30:25,2017-08-15 18:30:25,587429.8375,6539877.61,00:30:12,48.44511045,48.44511045,,,,,,
59677,15.08.2017,16:00:13,15.08.2017,19:00:13,58.9881014,25.5211001,91.68,39790,2017-08-15 16:00:13,2017-08-15 19:00:13,587443.7993,6539781.796,00:29:48,96.82650565,96.82650565,,,,,,
59688,15.08.2017,16:30:13,15.08.2017,19:30:13,58.9876833,25.520546,98.67,39790,2017-08-15 16:30:13,2017-08-15 19:30:13,587413.0067,6539734.513,00:30:00,56.42493868,56.42493868,,,,,,
59704,15.08.2017,17:00:30,15.08.2017,20:00:30,58.9878355,25.5188123,86.14,39790,2017-08-15 17:00:30,2017-08-15 20:00:30,587312.9731,6539749.205,00:30:17,101.106599,101.106599,,,,,,
59708,15.08.2017,17:30:12,15.08.2017,20:30:12,58.9878319,25.5189139,88.73,39790,2017-08-15 17:30:12,2017-08-15 20:30:12,587318.8219,6539748.936,00:29:42,5.854994358,5.854994358,,,,,,
59722,15.08.2017,18:00:14,15.08.2017,21:00:14,58.9878289,25.5188137,93.59,39790,2017-08-15 18:00:14,2017-08-15 21:00:14,587313.0702,6539748.471,00:30:02,5.770441119,5.770441119,,,,,,
59731,15.08.2017,18:30:15,15.08.2017,21:30:15,58.985084,25.5179943,91.89,39790,2017-08-15 18:30:15,2017-08-15 21:30:15,587272.8916,6539441.731,00:30:01,309.3601262,309.3601262,,,,,,
59738,15.08.2017,19:00:16,15.08.2017,22:00:16,58.9842521,25.5217449,88.1,39790,2017-08-15 19:00:16,2017-08-15 22:00:16,587490.5871,6539353.977,00:30:01,234.717357,234.717357,,,,,,
59753,15.08.2017,19:30:30,15.08.2017,22:30:30,58.9838078,25.5213852,89.85,39790,2017-08-15 19:30:30,2017-08-15 22:30:30,587471.0326,6539304.03,00:30:14,53.63798508,53.63798508,,,,,,
59756,15.08.2017,20:00:13,15.08.2017,23:00:13,58.9834287,25.5218324,90.75,39790,2017-08-15 20:00:13,2017-08-15 23:00:13,587497.6976,6539262.397,00:29:43,49.44054804,49.44054804,,,,,,
59767,15.08.2017,20:30:14,15.08.2017,23:30:14,58.9843335,25.5215865,86.15,39790,2017-08-15 20:30:14,2017-08-15 23:30:14,587481.276,6539362.835,00:30:01,101.7717196,101.7717196,,,,,,
59780,15.08.2017,21:00:12,16.08.2017,00:00:12,58.9846636,25.5214525,88.55,39790,2017-08-15 21:00:12,2017-08-16 00:00:12,587472.7393,6539399.42,00:29:58,37.56807825,37.56807825,,,,,,
59793,15.08.2017,21:30:30,16.08.2017,00:30:30,58.9845264,25.5214171,84.9,39790,2017-08-15 21:30:30,2017-08-16 00:30:30,587471.051,6539384.095,00:30:18,15.41752404,15.41752404,,,,,,
59802,15.08.2017,22:00:13,16.08.2017,01:00:13,58.9845238,25.5213858,82.74,39790,2017-08-15 22:00:13,2017-08-16 01:00:13,587469.2583,6539383.765,00:29:43,1.822843383,1.822843383,,,,,,
59813,15.08.2017,22:30:30,16.08.2017,01:30:30,58.9851607,25.5219506,86.76,39790,2017-08-15 22:30:30,2017-08-16 01:30:30,587500.1153,6539455.427,00:30:17,78.02311017,78.02311017,,,,,,
59816,15.08.2017,23:00:13,16.08.2017,02:00:13,58.9849652,25.5227816,90.52,39790,2017-08-15 23:00:13,2017-08-16 02:00:13,587548.3774,6539434.74,00:29:43,52.50868463,52.50868463,,,,,,
59827,15.08.2017,23:30:13,16.08.2017,02:30:13,58.9854298,25.5220983,88.57,39790,2017-08-15 23:30:13,2017-08-16 02:30:13,587507.9253,6539485.587,00:30:00,64.97478998,64.97478998,,,,,,
59836,16.08.2017,00:00:06,16.08.2017,03:00:06,58.9854924,25.5218411,97.22,39790,2017-08-16 00:00:06,2017-08-16 03:00:06,587492.9828,6539492.222,00:29:53,16.3496223,16.3496223,,,,,,
59849,16.08.2017,00:30:12,16.08.2017,03:30:12,58.9854504,25.5218172,86.02,39790,2017-08-16 00:30:12,2017-08-16 03:30:12,587491.7151,6539487.514,00:30:06,4.875981945,4.875981945,,,,,,
59861,16.08.2017,01:00:13,16.08.2017,04:00:13,58.9854332,25.5218329,83.67,39790,2017-08-16 01:00:13,2017-08-16 04:00:13,587492.6611,6539485.619,00:30:01,2.117900075,2.117900075,,,,,,
59869,16.08.2017,01:30:12,16.08.2017,04:30:12,58.9852078,25.5215289,85.93,39790,2017-08-16 01:30:12,2017-08-16 04:30:12,587475.7561,6539460.122,00:29:59,30.59218744,30.59218744,,,,,,
59876,16.08.2017,02:00:05,16.08.2017,05:00:05,58.9839654,25.5209308,99.14,39790,2017-08-16 02:00:05,2017-08-16 05:00:05,587444.5136,6539320.988,00:29:53,142.5985856,142.5985856,,,,,,
59889,16.08.2017,02:30:14,16.08.2017,05:30:14,58.9810343,25.5131935,90.1,39790,2017-08-16 02:30:14,2017-08-16 05:30:14,587007.105,6538984.518,00:30:09,551.8499784,551.8499784,,,,,,
59898,16.08.2017,03:00:11,16.08.2017,06:00:11,58.9810756,25.5119373,121.17,39790,2017-08-16 03:00:11,2017-08-16 06:00:11,586934.7834,6538987.488,00:29:57,72.38265943,72.38265943,,,,,,
59910,16.08.2017,03:30:15,16.08.2017,06:30:15,58.9806792,25.5129096,95.21,39790,2017-08-16 03:30:15,2017-08-16 06:30:15,586991.6759,6538944.606,00:30:04,71.24391791,71.24391791,,,,,,
59923,16.08.2017,04:00:54,16.08.2017,07:00:54,58.9804675,25.5130251,96.56,39790,2017-08-16 04:00:54,2017-08-16 07:00:54,586998.8478,6538921.18,00:30:39,24.49853948,24.49853948,,,,,,
59927,16.08.2017,04:30:14,16.08.2017,07:30:14,58.9805057,25.5129021,64.83,39790,2017-08-16 04:30:14,2017-08-16 07:30:14,586991.6806,6538925.275,00:29:20,8.254337081,8.254337081,,,,,,
59938,16.08.2017,05:00:30,16.08.2017,08:00:30,58.9804564,25.5129617,86.8,39790,2017-08-16 05:00:30,2017-08-16 08:00:30,586995.2309,6538919.862,00:30:16,6.473219087,6.473219087,,,,,,
59951,16.08.2017,05:30:13,16.08.2017,08:30:13,58.9805637,25.5130633,109.95,39790,2017-08-16 05:30:13,2017-08-16 08:30:13,587000.8023,6538931.943,00:29:43,13.30359431,13.30359431,,,,,,
59958,16.08.2017,06:00:06,16.08.2017,09:00:06,58.9805838,25.5131329,110.94,39790,2017-08-16 06:00:06,2017-08-16 09:00:06,587004.7531,6538934.271,00:29:53,4.585993591,4.585993591,,,,,,
59972,16.08.2017,06:30:13,16.08.2017,09:30:13,58.9806003,25.5131642,115.66,39790,2017-08-16 06:30:13,2017-08-16 09:30:13,587006.5111,6538936.149,00:30:07,2.572461521,2.572461521,,,,,,
59980,16.08.2017,07:00:26,16.08.2017,10:00:26,58.9806887,25.5130583,102.74,39790,2017-08-16 07:00:26,2017-08-16 10:00:26,587000.2008,6538945.856,00:30:13,11.57773181,11.57773181,,,,,,
59985,16.08.2017,07:30:12,16.08.2017,10:30:12,58.980501,25.512997,73.31,39790,2017-08-16 07:30:12,2017-08-16 10:30:12,586997.1482,6538924.874,00:29:46,21.20277668,21.20277668,,,,,,
59997,16.08.2017,08:00:13,16.08.2017,11:00:13,58.9804524,25.5128547,97.57,39790,2017-08-16 08:00:13,2017-08-16 11:00:13,586989.0895,6538919.278,00:30:01,9.811543314,9.811543314,,,,,,
60012,16.08.2017,08:30:30,16.08.2017,11:30:30,58.9805383,25.5131008,96.48,39790,2017-08-16 08:30:30,2017-08-16 11:30:30,587003.022,6538929.163,00:30:17,17.08301604,17.08301604,,,,,,
60017,16.08.2017,09:00:15,16.08.2017,12:00:15,58.9805039,25.5129624,99.95,39790,2017-08-16 09:00:15,2017-08-16 12:00:15,586995.1518,6538925.153,00:29:45,8.833045783,8.833045783,,,,,,
60033,16.08.2017,09:30:20,16.08.2017,12:30:20,58.9808101,25.5130152,99.28,39790,2017-08-16 09:30:20,2017-08-16 12:30:20,586997.418,6538959.32,00:30:05,34.2421627,34.2421627,,,,,,
60041,16.08.2017,10:00:29,16.08.2017,13:00:29,58.9808477,25.5141554,87.42,39790,2017-08-16 10:00:29,2017-08-16 13:00:29,587062.8731,6538964.986,00:30:09,65.69993451,65.69993451,,,,,,
60047,16.08.2017,10:30:12,16.08.2017,13:30:12,58.9811833,25.5158984,106.96,39790,2017-08-16 10:30:12,2017-08-16 13:30:12,587162.2326,6539004.622,00:29:43,106.9735312,106.9735312,,,,,,
60059,16.08.2017,11:00:13,16.08.2017,14:00:13,58.9811284,25.5158663,90.79,39790,2017-08-16 11:00:13,2017-08-16 14:00:13,587160.5254,6538998.467,00:30:01,6.38776473,6.38776473,,,,,,
60070,16.08.2017,11:30:24,16.08.2017,14:30:24,58.9810875,25.5157743,91.2,39790,2017-08-16 11:30:24,2017-08-16 14:30:24,587155.3393,6538993.793,00:30:11,6.981627961,6.981627961,,,,,,
60077,16.08.2017,12:00:12,16.08.2017,15:00:12,58.9810636,25.5159163,98.64,39790,2017-08-16 12:00:12,2017-08-16 15:00:12,587163.5629,6538991.316,00:29:48,8.588558037,8.588558037,,,,,,
60088,16.08.2017,12:30:12,16.08.2017,15:30:12,58.9810484,25.5158706,101.99,39790,2017-08-16 12:30:12,2017-08-16 15:30:12,587160.9739,6538989.564,00:30:00,3.126118777,3.126118777,,,,,,
60097,16.08.2017,13:00:13,16.08.2017,16:00:13,58.9810765,25.5157996,101.27,39790,2017-08-16 13:00:13,2017-08-16 16:00:13,587156.8215,6538992.601,00:30:01,5.144521798,5.144521798,,,,,,
60113,16.08.2017,13:30:25,16.08.2017,16:30:25,58.9811283,25.5159163,110.64,39790,2017-08-16 13:30:25,2017-08-16 16:30:25,587163.4001,6538998.521,00:30:12,8.850176548,8.850176548,,,,,,
60120,16.08.2017,14:00:19,16.08.2017,17:00:19,58.9812058,25.5158207,111.28,39790,2017-08-16 14:00:19,2017-08-16 17:00:19,587157.7091,6539007.027,00:29:54,10.2344202,10.2344202,,,,,,
60126,16.08.2017,14:30:13,16.08.2017,17:30:13,58.9811872,25.5159755,103.19,39790,2017-08-16 14:30:13,2017-08-16 17:30:13,587166.6552,6539005.157,00:29:54,9.139487171,9.139487171,,,,,,
60135,16.08.2017,15:00:11,16.08.2017,18:00:11,58.9810933,25.5158549,109.48,39790,2017-08-16 15:00:11,2017-08-16 18:00:11,587159.9583,6538994.543,00:29:58,12.5496195,12.5496195,,,,,,
60148,16.08.2017,15:30:13,16.08.2017,18:30:13,58.981332,25.5157415,126.16,39790,2017-08-16 15:30:13,2017-08-16 18:30:13,587152.8383,6539020.978,00:30:02,27.37649652,27.37649652,,,,,,
60159,16.08.2017,16:00:16,16.08.2017,19:00:16,58.9809427,25.5160421,132.41,39790,2017-08-16 16:00:16,2017-08-16 19:00:16,587171.0994,6538978.016,00:30:03,46.68194265,46.68194265,,,,,,
60173,16.08.2017,16:30:30,16.08.2017,19:30:30,58.9807734,25.5163852,106.41,39790,2017-08-16 16:30:30,2017-08-16 19:30:30,587191.2503,6538959.608,00:30:14,27.2926701,27.2926701,,,,,,
60175,16.08.2017,17:00:12,16.08.2017,20:00:12,58.9806101,25.5154768,85.84,39790,2017-08-16 17:00:12,2017-08-16 20:00:12,587139.4376,6538940.243,00:29:42,55.31344245,55.31344245,,,,,,
60187,16.08.2017,17:30:11,16.08.2017,20:30:11,58.9823643,25.5177917,108.36,39790,2017-08-16 17:30:11,2017-08-16 20:30:11,587268.1,6539138.601,00:29:59,236.4315854,236.4315854,,,,,,
60197,16.08.2017,18:00:10,16.08.2017,21:00:10,58.9822823,25.5179173,99.85,39790,2017-08-16 18:00:10,2017-08-16 21:00:10,587275.527,6539129.633,00:29:59,11.64424588,11.64424588,,,,,,
60208,16.08.2017,18:30:14,16.08.2017,21:30:14,58.9824108,25.520479,92.41,39790,2017-08-16 18:30:14,2017-08-16 21:30:14,587422.4671,6539147.278,00:30:04,147.9958798,147.9958798,,,,,,
60223,16.08.2017,19:00:21,16.08.2017,22:00:21,58.982737,25.521589,91.56,39790,2017-08-16 19:00:21,2017-08-16 22:00:21,587485.4533,6539185.051,00:30:07,73.4442317,73.4442317,,,,,,
60226,16.08.2017,19:30:11,16.08.2017,22:30:11,58.9816508,25.5214736,88.47,39790,2017-08-16 19:30:11,2017-08-16 22:30:11,587481.5635,6539063.941,00:29:50,121.1725187,121.1725187,,,,,,
60235,16.08.2017,20:00:12,16.08.2017,23:00:12,58.9809836,25.5212758,87.66,39790,2017-08-16 20:00:12,2017-08-16 23:00:12,587471.8778,6538989.384,00:30:01,75.18404461,75.18404461,,,,,,
60254,16.08.2017,20:30:30,16.08.2017,23:30:30,58.9809777,25.5212452,89.22,39790,2017-08-16 20:30:30,2017-08-16 23:30:30,587470.1335,6538988.687,00:30:18,1.878342784,1.878342784,,,,,,
60257,16.08.2017,21:00:11,17.08.2017,00:00:11,58.9809777,25.5212601,85.72,39790,2017-08-16 21:00:11,2017-08-17 00:00:11,587470.9901,6538988.706,00:29:41,0.856809092,0.856809092,,,,,,
60268,16.08.2017,21:30:12,17.08.2017,00:30:12,58.9807618,25.5212747,87.35,39790,2017-08-16 21:30:12,2017-08-17 00:30:12,587472.3748,6538964.683,00:30:01,24.06351861,24.06351861,,,,,,
60275,16.08.2017,22:00:04,17.08.2017,01:00:04,58.9801693,25.5209351,88.53,39790,2017-08-16 22:00:04,2017-08-17 01:00:04,587454.3477,6538898.259,00:29:52,68.82655253,68.82655253,,,,,,
60290,16.08.2017,22:30:14,17.08.2017,01:30:14,58.9798626,25.5213726,91.57,39790,2017-08-16 22:30:14,2017-08-17 01:30:14,587480.2746,6538864.675,00:30:10,42.42721108,42.42721108,,,,,,
60303,16.08.2017,23:00:37,17.08.2017,02:00:37,58.9799171,25.5214257,93.75,39790,2017-08-16 23:00:37,2017-08-17 02:00:37,587483.1897,6538870.813,00:30:23,6.795405969,6.795405969,,,,,,
60305,16.08.2017,23:30:11,17.08.2017,02:30:11,58.979856,25.5213091,82.67,39790,2017-08-16 23:30:11,2017-08-17 02:30:11,587476.6406,6538863.857,00:29:34,9.554009872,9.554009872,,,,,,
60321,17.08.2017,00:00:09,17.08.2017,03:00:09,58.9799168,25.5208337,87.94,39790,2017-08-17 00:00:09,2017-08-17 03:00:09,587449.1558,6538870.008,00:29:58,28.16461883,28.16461883,,,,,,
60327,17.08.2017,00:30:12,17.08.2017,03:30:12,58.9803311,25.5207514,89.36,39790,2017-08-17 00:30:12,2017-08-17 03:30:12,587443.3781,6538916.037,00:30:03,46.39046475,46.39046475,,,,,,
60336,17.08.2017,01:00:11,17.08.2017,04:00:11,58.9808098,25.5210946,88.8,39790,2017-08-17 01:00:11,2017-08-17 04:00:11,587461.8997,6538969.793,00:29:59,56.85697655,56.85697655,,,,,,
60345,17.08.2017,01:30:04,17.08.2017,04:30:04,58.9811132,25.5213657,90.65,39790,2017-08-17 01:30:04,2017-08-17 04:30:04,587476.7187,6539003.933,00:29:53,37.21768842,37.21768842,,,,,,
60360,17.08.2017,02:00:29,17.08.2017,05:00:29,58.9812195,25.5211671,84.7,39790,2017-08-17 02:00:29,2017-08-17 05:00:29,587465.0329,6539015.512,00:30:25,16.45060432,16.45060432,,,,,,
60367,17.08.2017,02:30:11,17.08.2017,05:30:11,58.9812001,25.5200179,92.99,39790,2017-08-17 02:30:11,2017-08-17 05:30:11,587399.0157,6539011.853,00:29:42,66.11843717,66.11843717,,,,,,
60375,17.08.2017,03:00:04,17.08.2017,06:00:04,58.9811032,25.5189992,123.99,39790,2017-08-17 03:00:04,2017-08-17 06:00:04,587340.6962,6538999.736,00:29:53,59.56509279,59.56509279,,,,,,
60386,17.08.2017,03:30:12,17.08.2017,06:30:12,58.9810758,25.5189433,109.49,39790,2017-08-17 03:30:12,2017-08-17 06:30:12,587337.5517,6538996.612,00:30:08,4.432585168,4.432585168,,,,,,
60403,17.08.2017,04:00:29,17.08.2017,07:00:29,58.9812791,25.5187457,80.7,39790,2017-08-17 04:00:29,2017-08-17 07:00:29,587325.6792,6539018.994,00:30:17,25.33622167,25.33622167,,,,,,
60405,17.08.2017,04:30:12,17.08.2017,07:30:12,58.9810962,25.5187432,78.95,39790,2017-08-17 04:30:12,2017-08-17 07:30:12,587325.9967,6538998.623,00:29:43,20.37354269,20.37354269,,,,,,
60423,17.08.2017,05:00:30,17.08.2017,08:00:30,58.980061,25.5176403,86.45,39790,2017-08-17 05:00:30,2017-08-17 08:00:30,587265.2007,6538881.907,00:30:18,131.6004656,131.6004656,,,,,,
60433,17.08.2017,05:30:19,17.08.2017,08:30:19,58.9795267,25.5182247,89.57,39790,2017-08-17 05:30:19,2017-08-17 08:30:19,587300.1453,6538823.168,00:29:49,68.34793298,68.34793298,,,,,,
60436,17.08.2017,06:00:11,17.08.2017,09:00:11,58.9795115,25.5181791,92.92,39790,2017-08-17 06:00:11,2017-08-17 09:00:11,587297.562,6538821.416,00:29:52,3.121383771,3.121383771,,,,,,
60453,17.08.2017,06:30:30,17.08.2017,09:30:30,58.9796269,25.5182451,89.86,39790,2017-08-17 06:30:30,2017-08-17 09:30:30,587301.0655,6538834.353,00:30:19,13.40289639,13.40289639,,,,,,
60461,17.08.2017,07:00:18,17.08.2017,10:00:18,58.9795485,25.518254,82.27,39790,2017-08-17 07:00:18,2017-08-17 10:00:18,587301.7748,6538825.634,00:29:48,8.747873462,8.747873462,,,,,,
60466,17.08.2017,07:30:10,17.08.2017,10:30:10,58.9796903,25.5182294,100.78,39790,2017-08-17 07:30:10,2017-08-17 10:30:10,587300.003,6538841.393,00:29:52,15.85816843,15.85816843,,,,,,
60480,17.08.2017,08:00:24,17.08.2017,11:00:24,58.979608,25.5181763,93.45,39790,2017-08-17 08:00:24,2017-08-17 11:00:24,587297.1577,6538832.159,00:30:14,9.662495896,9.662495896,,,,,,
60486,17.08.2017,08:30:10,17.08.2017,11:30:10,58.9795878,25.5182315,94.81,39790,2017-08-17 08:30:10,2017-08-17 11:30:10,587300.3822,6538829.981,00:29:46,3.890914867,3.890914867,,,,,,
60496,17.08.2017,09:00:12,17.08.2017,12:00:12,58.979595,25.5185275,99,39790,2017-08-17 09:00:12,2017-08-17 12:00:12,587317.3815,6538831.168,00:30:02,17.04073834,17.04073834,,,,,,
60508,17.08.2017,09:30:10,17.08.2017,12:30:10,58.9796663,25.5181128,96.55,39790,2017-08-17 09:30:10,2017-08-17 12:30:10,587293.3601,6538838.568,00:29:58,25.13552134,25.13552134,,,,,,
60515,17.08.2017,10:00:09,17.08.2017,13:00:09,58.9796348,25.5181545,108,39790,2017-08-17 10:00:09,2017-08-17 13:00:09,587295.8368,6538835.115,00:29:59,4.249913564,4.249913564,,,,,,
60534,17.08.2017,10:30:30,17.08.2017,13:30:30,58.9790839,25.5166437,88.89,39790,2017-08-17 10:30:30,2017-08-17 13:30:30,587210.3661,6538771.801,00:30:21,106.3666965,106.3666965,,,,,,
60544,17.08.2017,11:00:19,17.08.2017,14:00:19,58.9776672,25.5152577,100.95,39790,2017-08-17 11:00:19,2017-08-17 14:00:19,587134.246,6538612.235,00:29:49,176.7920012,176.7920012,,,,,,
60546,17.08.2017,11:30:04,17.08.2017,14:30:04,58.9776523,25.5152809,97.28,39790,2017-08-17 11:30:04,2017-08-17 14:30:04,587135.6174,6538610.606,00:29:45,2.12948948,2.12948948,,,,,,
60564,17.08.2017,12:00:48,17.08.2017,15:00:48,58.9775644,25.515221,95,39790,2017-08-17 12:00:48,2017-08-17 15:00:48,587132.3946,6538600.74,00:30:44,10.3794035,10.3794035,,,,,,
60566,17.08.2017,12:30:10,17.08.2017,15:30:10,58.977623,25.5150716,95.74,39790,2017-08-17 12:30:10,2017-08-17 15:30:10,587123.6574,6538607.072,00:29:22,10.7901834,10.7901834,,,,,,
60575,17.08.2017,13:00:11,17.08.2017,16:00:11,58.9775429,25.5152905,88.27,39790,2017-08-17 13:00:11,2017-08-17 16:00:11,587136.4446,6538598.436,00:30:01,15.43002463,15.43002463,,,,,,
60585,17.08.2017,13:30:04,17.08.2017,16:30:04,58.977618,25.5150626,87.9,39790,2017-08-17 13:30:04,2017-08-17 16:30:04,587123.1526,6538606.503,00:29:53,15.54853758,15.54853758,,,,,,
60595,17.08.2017,14:00:11,17.08.2017,17:00:11,58.9776199,25.5152659,94.78,39790,2017-08-17 14:00:11,2017-08-17 17:00:11,587134.8365,6538606.979,00:30:07,11.69360554,11.69360554,,,,,,
60611,17.08.2017,14:30:30,17.08.2017,17:30:30,58.9776163,25.5152577,91.52,39790,2017-08-17 14:30:30,2017-08-17 17:30:30,587134.3741,6538606.567,00:30:19,0.61902092,0.61902092,,,,,,
60621,17.08.2017,15:00:18,17.08.2017,18:00:18,58.9776612,25.515227,102.51,39790,2017-08-17 15:00:18,2017-08-17 18:00:18,587132.496,6538611.527,00:29:48,5.303840675,5.303840675,,,,,,
60625,17.08.2017,15:30:03,17.08.2017,18:30:03,58.9783517,25.5153597,91.27,39790,2017-08-17 15:30:03,2017-08-17 18:30:03,587138.3882,6538688.594,00:29:45,77.29166486,77.29166486,,,,,,
60637,17.08.2017,16:00:10,17.08.2017,19:00:10,58.9786769,25.5147524,99.82,39790,2017-08-17 16:00:10,2017-08-17 19:00:10,587102.6543,6538724.02,00:30:07,50.31782922,50.31782922,,,,,,
60651,17.08.2017,16:30:26,17.08.2017,19:30:26,58.9785067,25.5147642,92.55,39790,2017-08-17 16:30:26,2017-08-17 19:30:26,587103.7608,6538705.082,00:30:16,18.97052458,18.97052458,,,,,,
60656,17.08.2017,17:00:10,17.08.2017,20:00:10,58.9785605,25.5146796,108.78,39790,2017-08-17 17:00:10,2017-08-17 20:00:10,587098.7616,6538710.963,00:29:44,7.718980801,7.718980801,,,,,,
60666,17.08.2017,17:30:06,17.08.2017,20:30:06,58.9784772,25.5146497,100.36,39790,2017-08-17 17:30:06,2017-08-17 20:30:06,587097.252,6538701.648,00:29:56,9.436671489,9.436671489,,,,,,
60676,17.08.2017,18:00:10,17.08.2017,21:00:10,58.9792604,25.514298,93.4,39790,2017-08-17 18:00:10,2017-08-17 21:00:10,587075.0623,6538788.409,00:30:04,89.55356829,89.55356829,,,,,,
60685,17.08.2017,18:30:03,17.08.2017,21:30:03,58.980162,25.513838,111.19,39790,2017-08-17 18:30:03,2017-08-17 21:30:03,587046.3495,6538888.214,00:29:53,103.8536382,103.8536382,,,,,,
60696,17.08.2017,19:00:10,17.08.2017,22:00:10,58.9804551,25.5175982,92.72,39790,2017-08-17 19:00:10,2017-08-17 22:00:10,587261.7873,6538925.74,00:30:07,218.6814262,218.6814262,,,,,,
60711,17.08.2017,19:30:30,17.08.2017,22:30:30,58.9804104,25.5186104,91.05,39790,2017-08-17 19:30:30,2017-08-17 22:30:30,587320.0915,6538922.079,00:30:20,58.41900212,58.41900212,,,,,,
60722,17.08.2017,20:00:19,17.08.2017,23:00:19,58.9803345,25.5206109,86.8,39790,2017-08-17 20:00:19,2017-08-17 23:00:19,587435.2921,6538916.233,00:29:49,115.348942,115.348942,,,,,,
60732,17.08.2017,20:30:30,17.08.2017,23:30:30,58.9792357,25.5204962,85.72,39790,2017-08-17 20:30:30,2017-08-17 23:30:30,587431.4722,6538793.721,00:30:11,122.571716,122.571716,,,,,,
60742,17.08.2017,21:00:18,18.08.2017,00:00:18,58.9792278,25.5205119,85.09,39790,2017-08-17 21:00:18,2017-08-18 00:00:18,587432.3948,6538792.861,00:29:48,1.26075498,1.26075498,,,,,,
60745,17.08.2017,21:30:09,18.08.2017,00:30:09,58.9792347,25.5205194,84.62,39790,2017-08-17 21:30:09,2017-08-18 00:30:09,587432.8085,6538793.64,00:29:51,0.881329218,0.881329218,,,,,,
60755,17.08.2017,22:00:02,18.08.2017,01:00:02,58.9792324,25.5205119,85.94,39790,2017-08-17 22:00:02,2017-08-18 01:00:02,587432.3831,6538793.374,00:29:53,0.5016538,0.5016538,,,,,,
60769,17.08.2017,22:30:15,18.08.2017,01:30:15,58.9791858,25.5205679,86.73,39790,2017-08-17 22:30:15,2017-08-18 01:30:15,587435.7204,6538788.257,00:30:13,6.108557969,6.108557969,,,,,,
60782,17.08.2017,23:00:48,18.08.2017,02:00:48,58.9788514,25.5200179,85.8,39790,2017-08-17 23:00:48,2017-08-18 02:00:48,587404.9437,6538750.302,00:30:33,48.86550863,48.86550863,,,,,,
60785,17.08.2017,23:30:09,18.08.2017,02:30:09,58.9786387,25.5200168,87.2,39790,2017-08-17 23:30:09,2017-08-18 02:30:09,587405.4173,6538726.614,00:29:21,23.69249558,23.69249558,,,,,,
60796,18.08.2017,00:00:10,18.08.2017,03:00:10,58.9786579,25.5199547,91.75,39790,2017-08-18 00:00:10,2017-08-18 03:00:10,587401.7985,6538728.671,00:30:01,4.162646141,4.162646141,,,,,,
60805,18.08.2017,00:30:10,18.08.2017,03:30:10,58.9786361,25.5199854,85.05,39790,2017-08-18 00:30:10,2017-08-18 03:30:10,587403.6185,6538726.283,00:30:00,3.002246973,3.002246973,,,,,,
60821,18.08.2017,01:00:14,18.08.2017,04:00:14,58.9789249,25.5205682,87.88,39790,2017-08-18 01:00:14,2017-08-18 04:00:14,587436.3963,6538759.204,00:30:04,46.45574038,46.45574038,,,,,,
60834,18.08.2017,01:30:52,18.08.2017,04:30:52,58.9791752,25.5212451,88.61,39790,2017-08-18 01:30:52,2017-08-18 04:30:52,587474.6808,6538787.96,00:30:38,47.88120792,47.88120792,,,,,,
60836,18.08.2017,02:00:10,18.08.2017,05:00:10,58.9785848,25.5208741,88.49,39790,2017-08-18 02:00:10,2017-08-18 05:00:10,587454.8422,6538721.729,00:29:18,69.13823432,69.13823432,,,,,,
60845,18.08.2017,02:30:11,18.08.2017,05:30:11,58.9771101,25.5228563,95.09,39790,2017-08-18 02:30:11,2017-08-18 05:30:11,587572.5341,6538560.092,00:30:01,199.9445248,199.9445248,,,,,,
60861,18.08.2017,03:00:20,18.08.2017,06:00:20,58.9774863,25.5236948,108.4,39790,2017-08-18 03:00:20,2017-08-18 06:00:20,587619.7923,6538603.081,00:30:09,63.88556557,63.88556557,,,,,,
60866,18.08.2017,03:30:12,18.08.2017,06:30:12,58.9777408,25.5239495,96.01,39790,2017-08-18 03:30:12,2017-08-18 06:30:12,587633.7923,6538631.755,00:29:52,31.90908436,31.90908436,,,,,,
60879,18.08.2017,04:00:29,18.08.2017,07:00:29,58.9777686,25.5238097,102.32,39790,2017-08-18 04:00:29,2017-08-18 07:00:29,587625.6842,6538634.668,00:30:17,8.615533531,8.615533531,,,,,,
60888,18.08.2017,04:30:23,18.08.2017,07:30:23,58.9778814,25.5237844,111.1,39790,2017-08-18 04:30:23,2017-08-18 07:30:23,587623.9442,6538647.196,00:29:54,12.64862352,12.64862352,,,,,,
60904,18.08.2017,05:00:48,18.08.2017,08:00:48,58.9778229,25.5238689,94.02,39790,2017-08-18 05:00:48,2017-08-18 08:00:48,587628.9505,6538640.792,00:30:25,8.128741962,8.128741962,,,,,,
60908,18.08.2017,05:30:13,18.08.2017,08:30:13,58.9776499,25.5239142,100.94,39790,2017-08-18 05:30:13,2017-08-18 08:30:13,587631.9927,6538621.586,00:29:25,19.44556951,19.44556951,,,,,,
