id,abbr,VertexX,VertexY
23,LA,592,491
23,LA,593,489
23,LA,595,488
23,LA,597,487
23,LA,598,488
23,LA,599,491
23,LA,597,491
23,LA,598,492
23,LA,601,491
23,LA,603,487
23,LA,604,487
23,LA,602,487
23,LA,603,485
23,LA,603,484
23,LA,605,483
23,LA,606,482
23,LA,606,483
23,LA,606,483
23,LA,606,486
23,LA,607,486
23,LA,608,486
23,LA,611,486
23,LA,611,486
23,LA,615,488
23,LA,616,490
23,LA,619,490
23,LA,620,491
23,LA,623,488
23,LA,623,486
23,LA,621,486
23,LA,618,483
23,LA,612,483
23,LA,609,480
23,LA,610,478
23,LA,612,478
23,LA,612,477
23,LA,611,476
23,LA,611,476
23,LA,614,476
23,LA,616,473
23,LA,614,471
23,LA,614,468
23,LA,613,468
23,LA,611,470
23,LA,610,473
23,LA,607,472
23,LA,606,470
23,LA,608,469
23,LA,610,465
23,LA,609,463
23,LA,607,459
24,ME,922,78
24,ME,924,80
24,ME,927,84
24,ME,927,86
24,ME,924,91
24,ME,923,91
24,ME,919,94
24,ME,914,100
24,ME,914,100
24,ME,914,100
24,ME,913,100
24,ME,912,100
24,ME,912,98
24,ME,912,98
24,ME,910,98
24,ME,909,100
24,ME,907,101
24,ME,906,102
24,ME,907,104
24,ME,907,105
24,ME,906,107
24,ME,905,107
24,ME,905,105
24,ME,904,104
24,ME,903,105
24,ME,901,101
24,ME,899,103
24,ME,900,104
24,ME,901,105
24,ME,900,106
24,ME,900,110
24,ME,900,111
24,ME,899,114
24,ME,896,114
24,ME,895,117
24,ME,890,120
24,ME,889,121
24,ME,887,119
24,ME,884,123
24,ME,885,126
24,ME,884,127
24,ME,883,132
24,ME,882,138
24,ME,880,137
24,ME,879,134
24,ME,875,133
24,ME,875,130
24,ME,868,106
24,ME,863,92
24,ME,865,92
24,ME,866,92
24,ME,866,89
24,ME,867,85
24,ME,870,80
24,ME,871,76
24,ME,869,74
24,ME,869,68
24,ME,870,67
24,ME,871,64
24,ME,871,63
24,ME,871,58
24,ME,873,53
24,ME,875,44
24,ME,878,40
24,ME,879,40
24,ME,880,40
24,ME,880,41
24,ME,881,43
24,ME,884,44
24,ME,885,43
24,ME,885,42
24,ME,889,39
24,ME,891,38
24,ME,892,38
24,ME,898,40
24,ME,900,41
24,ME,909,71
24,ME,915,71
24,ME,916,73
24,ME,916,78
24,ME,919,80
24,ME,920,80
24,ME,920,80
24,ME,920,78
24,ME,922,78
25,MD,839,252
25,MD,833,253
25,MD,828,253
25,MD,826,246
25,MD,824,237
25,MD,822,231
25,MD,821,227
25,MD,813,228
25,MD,798,231
25,MD,761,239
25,MD,762,244
25,MD,763,249
25,MD,763,249
25,MD,765,246
25,MD,767,244
25,MD,770,243
25,MD,771,242
25,MD,773,239
25,MD,774,240
25,MD,777,240
25,MD,780,237
25,MD,782,236
25,MD,784,235
25,MD,785,237
25,MD,788,238
25,MD,790,240
25,MD,791,241
25,MD,796,243
25,MD,796,246
25,MD,801,247
25,MD,802,248
25,MD,804,246
25,MD,807,248
25,MD,805,250
25,MD,804,254
25,MD,803,257
25,MD,803,259
25,MD,803,261
25,MD,808,262
25,MD,813,262
25,MD,816,263
25,MD,818,263
25,MD,819,261
25,MD,817,259
25,MD,817,257
25,MD,815,255
25,MD,813,250
25,MD,814,244
25,MD,814,242
25,MD,813,241
25,MD,813,241
25,MD,814,239
25,MD,814,239
25,MD,814,238
25,MD,815,237
25,MD,815,237
25,MD,817,235
25,MD,819,234
25,MD,819,235
25,MD,818,236
25,MD,816,240
25,MD,817,241
25,MD,818,241
25,MD,819,247
25,MD,817,248
25,MD,817,251
25,MD,818,251
25,MD,819,249
25,MD,820,251
25,MD,819,252
25,MD,818,256
25,MD,821,259
25,MD,825,260
25,MD,826,259
25,MD,830,263
25,MD,831,264
25,MD,838,261
25,MD,840,257
25,MD,839,252
26,MA,855,152
26,MA,873,147
26,MA,875,146
26,MA,877,143
26,MA,881,142
26,MA,883,146
26,MA,881,151
26,MA,881,153
26,MA,883,155
26,MA,884,155
26,MA,886,155
26,MA,888,157
26,MA,892,163
26,MA,895,164
26,MA,897,163
26,MA,899,161
26,MA,898,158
26,MA,896,157
26,MA,895,157
26,MA,894,156
26,MA,894,156
26,MA,896,155
26,MA,898,156
26,MA,900,159
26,MA,901,162
26,MA,902,164
26,MA,897,165
