id,postal_code,top_category,raw_visitor_counts_mean,raw_visitor_counts_sum,raw_visitor_counts_median,placekey,est_year,zip_pop,raw_visitor_counts_mean_norm,raw_visitor_counts_sum_norm,raw_visitor_counts_median_norm,date,zipcode_ID
139,92117,Restaurants and Other Eating Places,130.710843373494,10849,100.0,85,2019,52290,0.0024997292670394717,0.2074775291642761,0.001912411550965768,2021-05-01,16
140,92117,Restaurants and Other Eating Places,126.37349397590359,10489,98.0,85,2019,52290,0.002416781296154209,0.2005928475807994,0.0018741633199464524,2021-06-01,16
141,92117,Restaurants and Other Eating Places,125.61904761904762,10552,104.5,85,2019,52290,0.0024023531768798552,0.2017976668579078,0.0019984700707592275,2021-07-01,16
142,92117,Restaurants and Other Eating Places,123.32941176470587,10483,90.0,85,2019,52290,0.00235856591632637,0.20047810288774146,0.0017211703958691911,2021-08-01,16
143,92117,Restaurants and Other Eating Places,125.51807228915665,10418,98.0,85,2019,52290,0.002400422113007394,0.1992350353796137,0.0018741633199464524,2021-09-01,16
144,92118,Restaurants and Other Eating Places,81.59701492537313,5467,65.0,85,2019,17953,0.004545035087471349,0.3045173508605804,0.0036205648081100647,2021-01-01,17
145,92118,Restaurants and Other Eating Places,101.72058823529413,6917,81.5,85,2019,17953,0.005665938184999394,0.3852837965799588,0.004539631259399543,2021-02-01,17
146,92118,Restaurants and Other Eating Places,138.88235294117646,9444,120.0,85,2019,17953,0.007735885531174537,0.5260402161198685,0.0066841196457416594,2021-03-01,17
147,92118,Restaurants and Other Eating Places,154.0149253731343,10319,126.0,85,2019,17953,0.008578784903533355,0.5747785885367348,0.007018325628028743,2021-04-01,17
148,92118,Restaurants and Other Eating Places,164.4852941176471,11185,130.0,85,2019,17953,0.009161994882061332,0.6230156519801704,0.007241129616220129,2021-05-01,17
149,92118,Restaurants and Other Eating Places,212.5820895522388,14243,177.0,85,2019,17953,0.011841034342574434,0.793349300952487,0.009859076477468946,2021-06-01,17
150,92118,Restaurants and Other Eating Places,281.8918918918919,20860,209.5,85,2019,17953,0.01570165943808232,1.1619227984180918,0.01166935888152398,2021-07-01,17
151,92118,Restaurants and Other Eating Places,180.90666666666667,13568,138.0,85,2019,17953,0.010076681705935871,0.7557511279451902,0.007686737592602908,2021-08-01,17
152,92118,Restaurants and Other Eating Places,134.22972972972974,9933,109.0,85,2019,17953,0.007476729779408999,0.5532780036762658,0.00607140867821534,2021-09-01,17
153,92119,Restaurants and Other Eating Places,94.29166666666669,2263,68.5,25,2019,23988,0.0039307848368628755,0.09433883608470904,0.002855594463898616,2021-01-01,18
